Activo;Origen;Idioma;µrea de conocimiento;Prop¢sito de formaci¢n;Tipo de contenido;Tipo de art°culo;ID de art°culo;T°tulo del art°culo;Descripci¢n;Contenido del curso;Fecha de creaci¢n;Fecha de publicaci¢n;Costo del curso;Proveedor;Responsable;Experto del curso;Duraci¢n (en horas);Horas de crÇdito
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3143;Ser m†s creativos;≠Claro que todos podemos potenciar nuestra creatividad a travÇs de procedimientos, rutinas y protocolos sencillos! En este curso UNAM, el participante desarrollar† su talento creativo para aportar soluciones originales y generar ideas y productos en el †mbito en que se desenvuelve y en la vida cotidiana.;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Universidad Nacional Aut¢noma;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3112;Liderazgo para el Siglo XXI: proyecto final;"Este curso est† dise§ado para acompa§arte en seleccionar un desaf°o personal de liderazgo y aplicar herramientas con las cuales realizar†s experimentos y evaluar†s el ciclo de diagn¢stico y acci¢n en tu tema. Asimismo, ser†s consiente de c¢mo en el proceso, el fracaso y la resiliencia te ayudar†n a avanzar en tus restos de liderazgo. Al finalizar este curso estar†s en capacidad de: 1. Utilizar herramientas de diagn¢stico y acci¢n para avanzar en un proyecto de liderazgo propio. 2. Practicar y profundizar el uso de narrativas y otras herramientas de comunicaci¢n (con uno mismo y con otros) para fortalecer el ejercicio personal de liderazgo. 3. Desarrollar resiliencia, una habilidad que permite perseverar en proyectos de liderazgo. El Programa especializado en ?Liderazgo Efectivo para el Siglo XXI?, es el primer programa especializado en l°nea, abierto y masivo que se produce desde el Centro de Liderazgo P£blico (CLP) de la Escuela de Gobierno Alberto Lleras Camargo de la Universidad de los Andes, Colombia. El CLP tiene como misi¢n crear conocimiento y capacidad de liderazgo para ayudar a que progresemos en los temas complejos que m†s nos importan en el mundo actual. El programa fue dise§ado por Maite Careaga TagÅe§a, PhD y HÇctor Fabio Hern†ndez, MPP, con el apoyo de Saluma Castillo y el equipo Conecta-TE de la Universidad de los Andes, Colombia, y est† inspirado en los cursos y talleres de liderazgo que Maite lleva 15 a§os dise§ando y facilitando (los primeros los dise§¢ junto con Felipe Bozzo y Sebasti†n Quirmbach en Leaderbuilding) y en las lecciones aprendidas al investigar c¢mo dise§ar y evaluar estrategias pedag¢gicas para ense§ar habilidades personales y sociales para el liderazgo. Este curso ha sido dise§ado como el cuarto y £ltimo del programa especializado (https://www.coursera.org/specializations/liderazgo), el cual te permitir† adue§arte de una metodolog°a de intervenci¢n, que llamamos espiral de liderazgo consciente, y desarrollar y aplicar una caja de herramientas para movilizar personas (a s° mismo y a otros) a trabajar en solucionar los desaf°os complejos que las afectan e importan. Los otros tres cursos del programa son: ""Estilos de Liderazgo: opciones para avanzar en desaf°os complejos"", ""Autoliderazgo y Gesti¢n de Emociones para Avanzar en Desaf°os Complejos"" y ""Comunicaci¢n, Experimentaci¢n y Aprendizaje en Liderazgo"". Puedes tomar todos los cursos por separado o s¢lo uno de ellos, sin embargo te recomendamos que te inscribas y participes en los cuatro, ojal† en el orden que te proponemos.";;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Universidad De Los Andes;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3123;®QuÇ hacen los buenos directivos? Prioridades de la Alta Direcci¢n;"Este curso persigue adentrarse en la realidad del trabajo de un alto ejecutivo: lo quÇ hace y c¢mo lo hace. Es un hecho conocido que la mayor°a de altos directivos dedican hasta el 90% de su tiempo al d°a a d°a y menos del 10% a las tareas asociadas al pensamiento estratÇgico en la organizaci¢n. Por eso es importante ir m†s all† y entender las prioridades que configuran esta actuaci¢n diaria. Al final, la mejor estrategia es aquella que se practica; la mejor organizaci¢n, aquella que funciona; y el quehacer cotidiano coherente con las prioridades establecidas, la base de la continuidad con Çxito de las empresas. El objetivo del curso es aportar una visi¢n estructurada de c¢mo logran este objetivo los ?buenos directivos?, con la voluntad de que sirva a futuros altos ejecutivos a orientar mejor su carrera, a enfocar sus actividades y a desarrollar su propio estilo de direcci¢n. El curso profundiza en las prioridades de la Alta Direcci¢n a partir de la actuaci¢n diaria de directivos de probada val°a y con Çxito profesional en empresas diversas. El contenido est† basado en los resultados de las entrevistas personales que hemos realizado a m†s de 200 directores generales de compa§°as muy diversas. Gran parte de este material ha quedado recogido en los libros publicados ?QuÇ hacen los buenos directivos. El reto del siglo XXI? y ?Yo Dirijo?, cuya lectura recomendamos a todo aquel que desee ampliar su perspectiva sobre esta materia. El modelo que se propugna en curso es el resultado de una amplia investigaci¢n emp°rica; no es una doctrina, sino un instrumento mental para ayudar a construir una configuraci¢n empresarial que potencie el hacer de la gente para que, sin dejaci¢n de su derecho a ser felices y a la autonom°a, logren su plenitud como personas y como profesionales, a la vez que la compa§°a alcanza cotas altas en los indicadores de salud empresarial.";;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Iese Business School;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3110;Habilidades gerenciales: Proyecto final;En este curso, desarrollar†s un plan estratÇgico que te permitir† identificar, desarrollar y alinear la misi¢n, visi¢n, valores y objetivos estratÇgicos de tu funci¢n directiva con los de la empresa en la que laboras. Del mismo modo dise§ar†s las estrategias e indicadores para lograrlo de manera realista y eficiente.;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Universidad Nacional Aut¢noma;5,5;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3190;Riesgos y oportunidades empresariales en una econom°a globalizada;Oportunidades y riesgos empresariales en un mundo globalizadoØ es el tercer y £ltimo curso de la especializaci¢n ÆGlobalizaci¢n, crecimiento econ¢mico y estabilidadØ impartido por la profesora de IE Business School Gayle Allard. En este curso, los alumnos aprovechar†n los conocimientos y la teor°a de sus dos cursos anteriores y los aplicar†n a los eventos que actualmente suceden en el mundo. Adem†s, puede funcionar como curso independiente para quienes quieran saber c¢mo afectan los factores macroecon¢micos a las econom°as, los gobiernos y los ciudadanos en diversos pa°ses. Este curso incluye cuatro m¢dulos, y cada uno profundiza en las circunstancias macroecon¢micas que se han desarrollado en la reciente historia de cuatro regiones clave: EE. UU., Jap¢n, Europa y China/India. Los alumnos analizar†n c¢mo se relacionan las econom°as internacionales entre s°, las ventajas del comercio y la migraci¢n, el desarrollo econ¢mico y c¢mo se produce, entre otros temas. La profesora Allard toma la teor°a macroecon¢mica dominante y la convierte en una herramienta pr†ctica para quienes quieran conocer las oportunidades y los riesgos de invertir y hacer negocios en cada una de las cuatro regiones indicadas. ***Tenga en cuenta que los videos es este curso estan grabado en inglÇs, con subt°tulos en espa§ol.;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Ie Business School;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3055;Competencias Laborales: Perfiles, Evaluaci¢n y Capacitaci¢n.;Este curso ayuda a los estudiantes en el aprendizaje del enfoque de competencias laborales en las organizaciones, especialmente en: la definici¢n de perfiles de competencia en puestos laborales, dise§o de pautas de evaluaci¢n de desempe§o, dise§o de cursos de capacitaci¢n bajo competencias laborales, entre otros aprendizajes. Los resultados de aprendizaje del curso son: - Identificar los elementos m†s caracter°sticos del enfoque de competencias laborales en las organizaciones. - Inferir funciones laborales y perfiles de cargo, desde experiencias reales. - Elaborar instrumentos de evaluaci¢n de competencias, considerando los criterios de rigurosidad. - Dise§ar cursos de capacitaci¢n laboral, desde el perfil de cargo y los instrumentos dise§ados. El curso requiere: - Estudio y an†lisis de casos - Lecturas semanales y revisi¢n de video clases - Revisi¢n de trabajos por medio de pares - Quiz - Lecturas - Elaboraci¢n de un perfil de cargo, instrumentos de evaluaci¢n y de un curso de capacitaci¢n, entre otras actividades.;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Universidad De Chile;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3024;Docencia para la capacitaci¢n laboral y el aprendizaje a lo largo de la vida.;"El curso tiene como prop¢sito promover el desarrollo de habilidades de gesti¢n educativa en el aula para fomentar los aprendizajes del estudiante que trabaja y se forma a lo largo de su trayectoria laboral y personal a lo largo de la vida. Este curso es parte del proyecto Erasmus + ""MOOC MAKER"": Construcci¢n de Capacidades de Gesti¢n de MOOCs en la Educaci¢n Superior. M†s informaci¢n visitar: http://www.mooc-maker.org/";;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Universidad De Chile;;
Y;Coursera;Espanol;;;Enlace;VIRTUAL;COURSERA_20007;Innovaci¢n en el mundo corporativo;Implementar procesos de innovaci¢n corporativa hace que las organizaciones consigan enfrentar m†s f†cilmente los desaf°os del mercado y respondan de forma †gil y estructurada a las necesidades de sus usuarios, obteniendo as° resultados diferentes, valiosos y transformadores, que logran dinamizarlas y darles sostenibilidad. Si bien estos procesos son necesarios en todas las empresas, solo algunas consigue implementarlos de forma estratÇgica, utilizando el enfoque y las herramientas apropiadas, sorteando efectivamente sus dificultades intr°nsecas y apuntando directamente a movilizar los factores que determinan el Çxito de una innovaci¢n. En este curso Roberto Bolullo y Jordi D°az, expertos en innovaci¢n, te ense§ar†n c¢mo innovar estratÇgicamente en el mundo corporativo.;;2 jul. 2021;;;;;;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3065;Fundamentos de Excel para Negocios;Descripci¢n del curso: Cuando finalices este curso habr†s logrado un gran n£mero de habilidades como introducir informaci¢n, ordenarla, manipularla, realizar c†lculos de diversa °ndole (matem†ticos, trigonomÇtricos, estad°sticos, financieros, ingenieriles, probabil°sticos), extraer conclusiones, trabajar con fechas y horas, construir gr†ficos, imprimir reportes y muchas m†s. Asimismo, los ejemplos sobre los cuales se apoyan los contenidos dictados en este curso tienen una profunda aplicabilidad al mundo de los negocios, con lo que su inmediata utilizaci¢n empresarial est† al alcance de la mano. Finalmente, los profesores que han dise§ado y elaborado este curso para ti, no solamente dan una visi¢n acadÇmica del software sino que, debido a su gran trayectoria profesional apoyada justamente en una profunda utilizaci¢n de Excel, te transmitir†n su propia vivencia que te permitir† tener una visi¢n m†s concreta de las posibilidades que te brinda esta herramienta.;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Universidad Austral;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3205;Aspectos fundamentales de la gerencia;®Est† a punto de entrar en el mercado laboral? ®Es un profesional nuevo? ®Es nuevo en su cargo dentro de la organizaci¢n? Todos los posibles empleados nuevos necesitan conocer los principios, las funciones y las responsabilidades asociados a la gerencia, independientemente del cargo que ocupen. Ahora puede adquirir amplios conocimientos sobre las teor°as y los conceptos b†sicos de la gerencia, a la vez que estudia la funci¢n operativa del gerente en todo tipo de organizaciones. Conozca mejor la responsabilidad del gerente en cuanto a la planificaci¢n, organizaci¢n, liderazgo, contrataci¢n de personal y control en el lugar de trabajo. Nunca es demasiado pronto para planificar su carrera profesional aprendiendo c¢mo se desenvuelven los mejores gerentes para lograr el Çxito.;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;University Of California, Irvi;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3032;Introducci¢n al mundo de las negociaciones;En este primer curso, los participantes conocer†n el proceso de una negociaci¢n, la naturaleza de uno mismo (capacidades y potencialidades) y la de los oponentes, para establecer negociaciones efectivas, en donde se establece una din†mica de propuestas y transacciones racionales y emocionales, en el marco de la globalizaci¢n, para generar un ambiente de negociaci¢n y cooperaci¢n creativa, para dise§ar estrategias para lograr resultados de negociaci¢n, dise§ar argumentos para negociar, saber escuchar y comunicarse y convenir en un intercambio de los recursos y bienes en juego, favorable a los intereses de ambas partes. .;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Universidad Nacional Aut¢noma;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3072;An†lisis de situaciones de negocio;®En quÇ momento una oportunidad para aumentar la cuenta de resultados puede llegar a poner en riesgo la supervivencia de la marca y las ganancias a largo plazo? Esta situaci¢n es exactamente la que debe resolver la compa§°a Gas-Gas, fabricante de motos off-road, en el caso que te presentamos. En este £ltimo curso, titulado An†lisis de situaciones de negocio, pondr†s en pr†ctica todos los conocimientos adquiridos a lo largo de la especializaci¢n, para entender el impacto que tiene una decisi¢n de negocio en las †reas de contabilidad, finanzas, marketing y gesti¢n de personas. En este curso aprender†s una metodolog°a de toma de decisiones de seis pasos y la aplicar†s para llegar a una conclusi¢n que ayude a Gas-Gas a tomar el mejor camino posible para su futuro.;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Iese Business School;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3253;La soluci¢n del conflicto Çtico;En este curso, ofrecido por la UNAM, los participantes lograr†n identificar y tomar decisiones sobre casos cl°nicos con conflictos Çticos en el †rea de la salud por medio de la aplicaci¢n del razonamiento Çtico desde una perspectiva universal y considerando los aspectos mÇdicos y Çticos, el marco jur°dico y la decisi¢n Çtica. La Çtica en lo general es un elemento esencial para el avance del ser humano porque resulta de la capacidad de cuestionar, reflexionar y razonar sobre todo lo que es y todo lo que cambia en la vida. Existe evidencia de que la percepci¢n y los juicios, que sobre la moral hace un individuo, definen su comportamiento. Estas capacidades que se desarrollan en forma paulatina, permiten atender y resolver los conflictos Çticos. Para facilitar tus logros tendr†s disponibles videos y evaluaciones.;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Universidad Nacional Aut¢noma;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3257;Estad°stica aplicada a los negocios;La toma de decisiones est† en la esencia de los negocios. Gerenciar es tomar decisiones, muchas veces bajo presi¢n, con informaci¢n desordenada y en un contexto de incertidumbre. Un aspecto b†sico es entender y analizar la informaci¢n, organizar los datos de forma de facilitar su posterior uso y la toma de decisiones. Si bien hay muchas otras dimensiones que entran en juego, el primer paso es formular bien el problema, estructurarlo y procesar la informaci¢n. En este sentido, el principal objetivo de este curso es ayudarlo a ser un mejor tomador de decisiones a travÇs de herramientas tÇcnicas. A lo largo de este curso el alumno desarrollar† habilidades cuantitativas para la toma de decisiones, a travÇs del aprendizaje de mÇtodos estad°sticos con aplicaciones a los negocios en Excel. El foco est† en la comprensi¢n y en el uso de herramientas b†sicas de an†lisis e inferencia estad°stica tratando de que el alumno sea un usuario de estos mÇtodos, comprenda en quÇ consisten, cu†l es la intuici¢n, su uso y aplicaciones.;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Universidad Austral;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3105;Dise§o instruccional para el aprendizaje activo;"Diversos estudios han demostrado que las tÇcnicas de aprendizaje activo, mejoran el nivel de interÇs y aprendizaje del alumno. Reportan que la ense§anza tradicional basada en la clase magistral y la evaluaci¢n mediante un examen final, han demostrado ser una herramienta poco eficaz para evaluar el proceso de aprendizaje. En las sesiones presenciales, los alumnos son individuos pasivos, con un bajo nivel de compromiso, concentraci¢n, participaci¢n y motivaci¢n hacia la materia. En la actualidad los procesos formativos requieren de pensar diferente, los l°mites ya no son los ambientes, los modelos, las estrategias, el l°mite es nuestra imaginaci¢n, los nuevos retos ya est†n en el aire, entonces, debemos pensar fuera del caj¢n; pensar en las posibilidades de acci¢n que se tienen en el abanico de posibilidades, analizar, indagar y evidenciar las innovaciones que podemos usar en la formaci¢n. En este curso conocer†s y aprender†s sobre los diferentes modelos y estrategias de ense§anza, metodolog°as educativas y movilizaci¢n de recursos educativos abiertos como parte del dise§o instruccional centrado en el aprendizaje activo, como una nueva forma para mejorar los procesos formativos.";;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Tecnol¢gico De Monterrey;;
Y;Coursera;Espanol;;;Enlace;VIRTUAL;COURSERA_19004;Comunicaci¢n efectiva para el l°der actual;La comunicaci¢n interpersonal es una de las habilidades profesionales y gerenciales m†s importantes: todos los d°as nos relacionamos con superiores, colaboradores, clientes y colegas. Ser un buen comunicador es sin¢nimo de ser buen l°der. Este curso en l°nea de comunicaci¢n interpersonal y grupal ayuda a crear mejores ambientes laborales y, por ende, a obtener mejores resultados organizacionales. Este curso de comunicaci¢n le entregar† al estudiante las habilidades blandas necesarias para implementar estrategias de liderazgo exitosas y as° alcanzar los objetivos de la organizaci¢n. La inteligencia emocional es parte fundamental de la comunicaci¢n organizacional, nos permite compartir y motivar de forma exitosa a otras personas para lograr los objetivos organizacionales.;;2 jun. 2021;;;;;;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3263;Estilos de Liderazgo: opciones para avanzar en desaf°os complejos;"Liderazgo es una palabra que se usa para muchas cosas diferentes y a veces opuestas. Cuando la gente intenta concertar una definici¢n, hay una tendencia general a recurrir al modelo heroico del liderazgo, de un hombre con caracter°sticas especiales y en un puesto directivo que convence a otros de seguirlo hacia su visi¢n. Este modelo es atractivo, pero limitado y obsoleto para la mayor°a de los desaf°os que nos importan hoy en d°a. El ?modelo heroico? suele ser muy £til para solucionar problemas que no requieren cambios en las personas involucradas en solucionarlos, pero es menos £til o incluso factible para progresar en la soluci¢n de problemas dif°ciles de definir, en situaciones en que hay mucha incertidumbre, y cuando parte importante del problema son las decisiones h†bitos y miedos de la propia gente (t£ incluida/o) que necesita trabajar para llegar a la soluci¢n. En este curso vamos a preguntarnos ®quÇ concepci¢n de liderazgo y quÇ tipo de habilidades son £tiles para el complejo y cambiante mundo en el que vivimos?, ®c¢mo se aprenden estas habilidades?, ®para quÇ tipo de desaf°os es necesario el liderazgo?, ®quÇ recursos de poder y formas de autoridad hacen parte del liderazgo y cu†les no?, ®quÇ riesgos tiene la pr†ctica del liderazgo?, ®c¢mo te proteges?. Vamos a invitarte a que, en el espacio virtual y en tu vida real, adquieras una perspectiva potente, unas ?Gafas Efectivas? para mirar el mundo complejo en el que vives, diagnosticar los desaf°os que te importan y planear intervenciones para avanzar en ellos. En otras palabras, el curso te acompa§a en el proceso de adue§arte de una metodolog°a de diagn¢stico e intervenci¢n, que llamamos Espiral de Liderazgo Consciente, que te va ayudar a identificar y caracterizar: 1. Tus prop¢sitos 2. Los desaf°os y oportunidades que enfrentas para llegar a ellos 3. Los aspectos tÇcnicos de estos desaf°os/oportunidades, que tienen que ver con reglas, dinero, conocimiento, expertos y autoridades formales 4. Los aspectos humanos y sistÇmicos de estos desaf°os/oportunidades: que tienen que ver con las personas interesadas y afectadas, sus valores, miedos, las facciones que forman y a veces pelean entre s°, la probabilidad de que sean aliados o detractores 5. Tus recursos formales e informales (y desaf°os internos) que afectan el tema que quieres avanzar, y los riesgos del liderazgo que probablemente enfrentar†s Todo ello para que planees intervenciones y experimentos de avance, y reflexiones sobre c¢mo protegerte (pensando en el sistema, haciendo alianzas, reflexionando en la acci¢n, escuchando a las facciones, gestionando tus emociones, etc) Vamos a invitarte tambiÇn a observar y profundizar tu habilidad para estar presente y para reflexionar y aprender antes, durante y despuÇs de hacer alguna intervenci¢n dirigida a mejorar tus resultados personales o de grupo. En otras palabras, vamos a acompa§arte a profundizar en tres herramientas que llamamos ?Estoy Aqu°?; ?Subir al Balc¢n? y ?Parada para respirar? que tienen que ver con meta-observar al mundo, a ti mismo en el mundo y a tu mundo interior y encontrar la respuesta a preguntas como: ®c¢mo te sientes cuando est†s intensamente presente en una actividad (o en un sistema en el que quieres intervenir para cambiar los resultados)?, ®cu†les son los mecanismos por los que se dispersa tu atenci¢n y las justificaciones que te das a ti mismo para dejar de estar presente?, ®quÇ est† pasando en el mundo externo?, ®quÇ est† pasando en tu interior?. Estos objetivos de aprendizaje implican que el curso al que vas a entrar no est† dise§ado de forma convencional, como clases magistrales en las que un experto te ?ense§a? conceptos, sino que el rol de los profesores en este curso es el de dise§ar oportunidades de aprendizaje para ti, y acompa§arte a que reflexiones sobre ellas. ""Estilos de Liderazgo: Opciones para Avanzar en Desaf°os Complejos"" (";;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Universidad De Los Andes;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3244;La gesti¢n de personas y equipos;"En una ocurrente frase, Peter Drucker, pionero en el campo de la gesti¢n empresarial, afirm¢ en una ocasi¢n que las personas tienen una tendencia perversa a comportarse como seres humanos. Con ello quer°a se§alar algo que es evidente: que las personas no somos m†quinas y, por ello, no somos programables. Sin embargo, s° que tenemos unas necesidades que satisfacer, y unas caracter°sticas comunes. Y conocerlas - quÇ motiva a las personas en el †mbito laboral, quÇ necesidades buscan satisfacer, y por quÇ - ayuda a entender mejor el comportamiento en las organizaciones. Por ejemplo, nos sirve para dar respuesta a las siguientes cuestiones: ®c¢mo es posible que a£n ganando mucho dinero una persona no estÇ motivada para trabajar? O lo contrario, ®c¢mo es posible que a pesar de ganar muy poco dinero una persona estÇ dispuesta a trabajar con ah°nco? ®QuÇ comportamientos y cualidades debe mostrar un buen l°der? ®Es factible desarrollar dichas capacidades? ®Por quÇ hay equipos que tienen un alto rendimiento mientras otros no? Y a la vez, ®c¢mo medir el rendimiento de un equipo? ®QuÇ es la cultura de la organizaci¢n y quÇ importancia tiene? Durante estas cuatro semanas de curso sobre gesti¢n de personas y equipos, abordaremos distintos enfoques y marcos te¢ricos que nos permitan dar respuesta a todas estas preguntas. Al final de la segunda sesi¢n entrevistaremos a Esther JimÇnez, directiva e investigadora en el †rea de las competencias de liderazgo. Al final de la tercera sesi¢n entrevistaremos a Federic Sabri†, profesor de Operaciones y jugador Ol°mpico de Waterpolo, que nos hablar† sobre el trabajo en equipo. Y al final de la cuarta a Miquel Llad¢, Profesor y antiguo CEO y Directivo de grandes corporaciones (como Bimbo o Sara Lee). Con todo ello, el alumno tendr† la posibilidad de asimilar los principales conceptos relacionados con la direcci¢n de personas en las organizaciones, as° como de entender desde un punto de vista pr†ctico lo que supone la compleja tarea de gestionar personas: potenciando que estÇn motivados; liderando individuos y equipos; facilitando un trabajo en equipo eficaz; y fomentando una cultura de respeto y rendimiento.";;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Iese Business School;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3222;C¢mo resolver problemas y tomar decisiones con eficacia;El pensamiento cr°tico (la aplicaci¢n de mÇtodos cient°ficos y del razonamiento l¢gico) constituye la base para resolver problemas y tomar decisiones con eficacia. El pensamiento cr°tico nos permite evitar escollos frecuentes, verificar la validez de nuestras creencias y suposiciones y corregir las distorsiones que pueden haberse producido en nuestros procesos mentales. Con este curso adquirir†s la confianza para evaluar acertadamente los problemas, sopesar soluciones alternativas y prever probables riesgos. Aprender†s a usar el an†lisis, la s°ntesis y las preguntas positivas para abordar problemas tanto individuales como organizacionales y cultivar†s el pensamiento cr°tico que se necesita en estos tiempos turbulentos. Mediante estudios de caso y de situaciones en que se han visto otros alumnos, se exploran modelos exitosos y mÇtodos de probada eficacia que son f†cilmente reproducibles en el trabajo.;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;University Of California, Irvi;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3171;Habilidades humanas y de negocios para negociar;En este curso los participantes analizar†n los conceptos de efectividad de una negociaci¢n, que consiste en una interacci¢n humana, y la satisfacci¢n de los deseos e intereses en las negociaciones. Todos tenemos el deseo de mejorar y superarnos. La forma de lograrlo es conocerse a s° mismo y a las personas con las que se negocia o se interact£a.;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Habilidades Humanas Y De Negoc;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3234;Autoliderazgo y gesti¢n de emociones para avanzar en desaf°os complejos;"""Autoliderazgo y Gesti¢n de Emociones para Avanzar en Desaf°os Complejos"" es un curso pr†ctico, enfocado en tu primer c°rculo de influencia: t£ mismo. El curso te invitar† a conectarte con tus prop¢sitos e identificar la forma en la que tus creencias, miedos y hambres con frecuencia dificultan el logro de tus prop¢sitos y tu avance en desaf°os de liderazgo. El curso te va a permitir identificar, y si lo decides, trabajar temas personales que te ayudar†n a ser m†s efectivo y a acercarte m†s a vivir tu vida como quieres vivirla. En este curso vamos a preguntarnos ®c¢mo alineas tus recursos emocionales con tus prop¢sitos para progresar en desaf°os complejos que te importan?, ®c¢mo gestionas tus emociones para poder ver y elegir opciones de acci¢n que mejoren tu calidad de vida y la de otros?. El curso te acompa§ar† en el proceso de conocer y poner en pr†ctica una metodolog°a de diagn¢stico e intervenci¢n en ti y tu vida personal que llamamos Espiral de Liderazgo Personal, que si te das el espacio y la oportunidad te va a ayudar a: 1. conectar con tus prop¢sitos 2. profundizar tu autoconocimiento consciencia de ti: tus recursos y fortalezas, miedos, carencias y excusas 3. descubrir los compromisos internos que a veces dificultan tu avance 4. mejorar tus habilidades para: a. gestionar tus emociones productivamente b. movilizarte a tener la vida que quieres tener Estos objetivos de aprendizaje implican que el curso al que vas a entrar no est† dise§ado de forma convencional, como clases magistrales en las que un experto te ?ense§a? conceptos, sino que el rol de los profesores en este curso es el de dise§ar oportunidades de aprendizaje para ti, y acompa§arte en reflexionar sobre ellas. ""Autoliderazgo y Gesti¢n de Emociones para Avanzar en Desaf°os Complejos"" es el segundo de cuatro cursos que componen el programa especializado en ""Liderazgo Efectivo para el Siglo XXI"". Los otros tres cursos son: ""Estilos de Liderazgo: Opciones para Avanzar en Desaf°os Complejos""; ""Comunicaci¢n, Experimentaci¢n y Aprendizaje en Liderazgo""; y ""Liderazgo para el siglo XXI: Proyecto Final"". Puedes tomar todos los cursos por separado o s¢lo uno de ellos, sin embargo te recomendamos que te inscribas y participes en los cuatro, ojal† en el orden que te proponemos. Este programa est† dirigido a cualquier persona interesada en conectarse con sus prop¢sitos y profundizar sus habilidades para progresar en desaf°os personales y colectivos muy complejos. Es especialmente £til para personas en mandos medios y altos en organizaciones p£blicas, privadas y no gubernamentales (ONGs). TambiÇn para l°deres comunitarios, activistas y en general gente que trabaja con personas y que necesita desarrollar o profundizar habilidades y herramientas para crear, a partir de grupos con opiniones e intereses diversos comunidades que trabajan juntas para avanzar en los temas que les importan. Va a ser £til, tambiÇn, para personas interesadas en aprender a mejorar los resultados que observan en su esfera de vida m†s personal.";;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Universidad De Los Andes;13;
